city,state,date,lCCN,text,title
['Washington'],['District of Columbia'],19440503,sn83045462,"Shop THURSDAY
12:30 TO 9 P.M.
For Yourself ... for Gift Slips . .
I
Fine Rayon Crepe
*2.25
For Mother’s Day, for graduation and
shower remembrances . . . give “Seam
prufes,” the slips you love to wear yourself!
The slips that are famous for their love
liness, their seams that won’t pull out, their
comfortable adjustable straps. Bias-cut
with midriff waist and rayon braid trim—
32 to 40 . . . Non-bias with hemstitched
top—32 to 40. Shell, tearose, white. Others,
$2 and $3.
Kann's—Lingerie Department—Second Floor.
GIRLS! Here are your favorite
Casual “LOAFERS”
In Your
Size, Too!
Voted, by a vast majority, the leading favorite of high
school and college girls ... yes, and by many mothers,
too! “Loafers” are a great casual style . . . young,
comfortable, becoming. Wear them to school and to
work, for shopping and gardening . . . they’re at
home anywhere!
(A) The ""Dog Eon"" in (B> ""The Moe"" in the
antiqued brown that mel- sought-after antiqued red!
lows with wear! Sizes 4 to 9. Sizes from 4 to 9.
Kann's—Shoe Department—Fourth Floor.
Sheer, long-wearing
hosiery that actually
lFILL NOT RUN'
RUN-PROOF
Rayon Chiffons
pr.
We consider these stockings the most versa
tile and practical obtainable today! And
here’s why: They’re sheer and smart-look
ing . . . They’re sleek-fitting and comfort
able . . . They do not bag or sag as quickly
as ordinary hose ... They’re better wearing
v . They have a very fine mesh construc
tion .. . And last, but not least, they’re knit
with a lock-stitch and cannot run! Cotton
reinforcements at points of strain add to
their service and comfort. Popular new
shades. Sizes 8y2 to 1014
Kann's—Hosiery Department—Street Floor.
Coolie-Coot! This ""Heart Throb"" fly-front coat
dress that unbuttons to lie flat on the ironing board!
Porous butcher rayon in green, lilac, aqua; lug
gage ..-_$8.95
i
/
' / -0
The Junior Shop
Shows You How!
$8.95
When the Army or the Navy descends for
a date, keep cool... slip into that snappy
little butcher rayon deal! When the boss
wants a bookful of dictation by five, keep
cool in the little cotton you picked up at
Kann’s! No matter what the weather
... no matter what the occasion . . . our
Junior Shop fashions will see you through
. smartly and inexpensively! Sizes
9 to 15.
Karin's—Junior f
Shop—Second Floor. /
""Rosalie Junior,"" a two
piecer in coin - dotted
rayon Cruis-Air with a
spun rayon weskit.
Green-luggage, luggage
green, red-navy, navy
red ..8*95
""Joon Miller Originol,""
a sweetheart in blue
and - white, red - and'
white or brown-and
white checked gingham
with eyelet pique,,8.95
Sophisticated
Summer
Sheers
$16.95
The girl in the sophisticated sheei
always has such a cool, poised look.
The look that makes her the envy of
a wilted world. The look that men
admire. It’s yours for the wearing
of one of these city charmers ... so
amiable they go from swivel chair to
swivel stick with admirable aplomb!
Done in Master rayon sheers, printed
rayon meshes and combination fab
rics .. black, navy, coral, aqua, grey,
gold. Sizes 10 to 20.
Better Dress Shop
—Karin's Second Ka».",Evening star. [volume]
['Washington'],['District of Columbia'],19440412,sn83045462,"SHOP THURSDAY ~ ~ -
12:30 TO 9 P.M. _
\ But They’re Only.
r
i
Youthful Charm in o
cool straw braid bon
net, be-ribboned ond
be-veiled _$3.55
.
'
Gracious Flattery for
o woman. Eye-shad
ing coolie brim in crisp
straw braid. Smartly
trimmed _ $3.55
—Think of the coolest, most
refreshing things you know
... like the foam on the crest
of a wave ... or the tinkle of
ice in a frosty glass! That will
give you some idea of what
we mean when we say these
hats are perfect for a Wash
ington summer' They’re that
cool, that welcome when the
sun begins to sizzle! Crisp
white piques, lightweight
straws and breezy crocheted
viscas . . . yours for, only
$3.55.
Kanns—Millinery—Second Floor.
Serene Little Two
Piecer done in
w i 111 e s s royon
shantung, with a
detachable white
woffle pique dick
ey! Neat white
motif on shade
green, navy or
red. 10 to 18,
$16.95
Be -ribboned Visor and
bloused crown on this
lacey black strew with
veil-$3.55
Flippont Soilor, its
brim edged with fluted
ribbon and trimmed
beneath with o b>g
bow!-$3.55
Lightweight
WH ITE
CAPESKINS
♦
*4.00
i
, —Smooth and white as gardenia
petals, these soft-as-cream capeskins
are the peak of perfection with smart
suits and toppers. Many styles . . .
plain, classics, whip-stitched and em
broidered. All self-sewn. Sizes 5%
to 71 (Others priced at $3.50.)
Kann's—Gloves—Street, Floor.
c #
lj ununer Dresses in dazzling array... ready now be
cause Summer comes suddenly and swiftly to Washington! Beautiful, carefully
made dresses that look far more expensive than $16.95. Cave-cool black sheers,
colorful and monotone prints, crisp spun rayons in California colors, wonderful
rayon shantungs and jersey-weave rayon crepes ... one and two piece tvpes for
every hour around the clock! Sizes 10 to 20, 16'4 to 24V2 and 38 to 44.
/
The New Middy j
Look! Dropped
waistline and deep,
square neckline
accented with huge
rayon taffeta bows.
Princess bock.
Black or navy
rayon sheer, 10 to
'8.$16.95
,1 ■
For a Woman, this chorm
ing dress in smooth jer
sey-weave raygn printed
with a graceful feather
design in blue, grey or
aqua grounds. 18 Vi to
24 Vi -.-$16.95
. ' f
Indispensable Casual
this very simply tailored
one-piecer in white-dot
ted red, blue or block
rayon crepe. Mirror
trimmed belt. 12 to 2Q.
$16.95
Better Dress Shop, Second Floor
/
CLEARANCE!
Spring Suits!
i
4*
ALL OUR MISSES' AND JUNIORS'
*29.95 TO *39.95 SUITS
*25
—If you’ve waited until now to buy your Spring suit, or
if you feel your wardrobe needs an “extra” . . . here is
your opportunity, and at a money-saving price . . . and of
feis a good selection of the season’s favorite dressmaker
and casual styles, in tine fabrics. Nice range of important
Spring colors.
Kann s—Suit Shop—Second Floor.
$1.95 uJ
jsM
$6.00
""Xjr
$3.00
P ansy Pins...
with Matching Earrings
81.95 to 89.90
Plus 20% Tax
So artfully fashioned and colored they
would almost fool a bee! Purples, yellows*
blues, orchids and white . . . they’ll add a
piquant touch of color to every costume.
Some may be worn in twos and threes . . <
tracing a neckline or suit lapel. So effective
with matching earrings.
Kann's—Jewelry—Street Floor.",Evening star. [volume]
['Washington'],['District of Columbia'],19440412,sn83045462,"The time has come for
Big Black Hats
In milan-type straw
... so flattering with everything from
{nwn cottons to dressy prints and
sneers. (Also red, brown, navy, lilac..'
—Millinery l-*' S
Street Floor ""j^ *
suh°i 9 P.M. Tomorrow Evening!
*
t
Scoop Brim
Bonnet, $10
Cartwheel
Sailor, $10
I
Coolie Brim
Flat Top, $10
Suddenly, you want
^ ""Something
Summery
With Dots""....
Bows and Dots for Women—
White dots stand out, cool and clear,
against sheer rayon chiffon. Soft bows on
either side of the low V neck are caught
with sparkling clips. Blue, black or navy,
each over its own slip. Sizes
18 to 44_ $22.95
Second Floor
Cherries and Dots for the Miss
This is the look of early summer._ Fresh
Cnsp cut. Young feeling Accents of
white carrying out the dots' contrast,
bright red cherries, ripe and luscious, on
the lapel. Spun rayon suit qt
dress in brown. Misses' sizes
Second Floor
V
Summery Shantung
for Juniors
A fresh, young version of the popu!or suit
dress silhouette, gracefully slim and nar
row. Silvery buttons march not only all
the way down the snort, fitted jacket, but
all the way to the skirt's hem, as well1
Rayon shantung in lilac,
gre or fuchsia. Sizes 9 $19.95
Junior Deb Shop, Fourth Floor
***
Cardigans
set the pace in
spring coat
fashions!
It s softness that makes the new collarless
coat the exciting fashion it is. Tailored
with a sculptor's soft, beautiful lines, fitted
with precision.
Cardigan Coat for Misses—
Beautifully outlined but softly, too That's what
tne new collorless 'except fer front lapels) aress
coat does to your figure Fitted like a dress
beautiful^ narrow, gracefully slim. Town brown cx
block wool with gilded buttons.* . _ _ _
Sizes 10 to IS_549 75
Third Floor
Costume Coat for Juniors—
Looks like your own new suit, buttoned high like
your smartest dress But it's the new costume coat,
cut with a conciseness that gives each line 0 fine,*
knife-edged neatness. Blue, block
or navy wool with a white scarf. * , _ __ __
Sizes 9 to 17_ 7_5
Third Floor
/For you,
Madame—
""Town and Country"" Coat by
Cratgleigl)
It s the slim, casual fitted coat One that
women wear so well. It's Craigieigh
qualit and tailoring at their best; slips
easily over suit' and dress,es . . goes with
every fashion you wear. Wool herringbone
or novelty tweed in blue heather,
grr , tan. beige or brown. Worn- S ^ ^
en's s-zes ..... _
Jelleff's—Coot Shops, Third Floor
Consider this
subtle plaid
for
Your Spring Tailleur
It's the superb tailoring, the purity of line and
the light weight woolen fabric that make this suit
the fashion-with-value it is' Note the hang of the
shoulders, the curve of the lapels, that look equally
well on you. Note, too, the delicate tracings of
light blue that form a plaid on the smoky grey of
. the material. Sizes 10 to 18.
$55
Suit Shop, Third Floor
Pin-on Poms...
fresh and frill/
r
/"">- 1
Little swirls of lace, ra .on and lace or embroidered
organdy that lend themselves to such a variety of
interesting arrangements and uses. Here are but
a few suggestions, see how man'., other arrange
ments suggest themselves! Blossom white or pink.
Single Poms, $1
Double Poms, 2 for $1
* Neckwear, Street Floor
/ . ) (",Evening star. [volume]
['Washington'],['District of Columbia'],19431107,sn83045462,"Try new shades of fashion-cuea
CHEN YU
long lasting nail lacquer
made in t. 5. A.
Chen Yt is true arul long lasting lacquer..
lustrous and beautiful beyond belief...
each shade a fashion-cued ""original” .. .
the most ""clothes-right” colors you’ve ever
seen, and with a high handed scorn for
chipping that has made them famous.
Each shade 75^ at your favorite store.
Or send coupon below for two trial bottles
... your choice of two different shades ... enough
for many, many manicures —months of new beauty.
I
Confon
Red
Burma
Red
Dragon s
Blood
• Temple
Fire
Brown ^
Coral
Opium
Poppy
Coolie
Flowering
Plum ,
Wistaria
W 9*pmg^
Willow
Blue
M on
•JOB
Chino
Doll
SEND COUPON ____
FOR 2 BOTTLES _—\
.\
kSSOC'AT1' Chic»801 ’ .. N\v N»>' >
i«■ »«""""* «■» ■,
Writ* ,rre
nam'i
ft art'- _____
COEtR'GmT :94J ASSOC Ate: C ST« 8'jTORS, DISTRIBUTORS, CHICAGO- IN SOUTH AMERICA, ADDRESS CHEN VU, SANTA EE BO-’, BUENOS AiRfS, ARGENTINA
“Up and at ’em!” — pursuit pilots ready to fight
These boys from many
nations escaped the
Nasis. But they will
go back — with bombs
The boys are sitting around the barracks
at a Canadian airfield. All of them wear
the flying blue of the RAF. But they are
not English — they are the United Nations:
The Frenchman was taken prisoner by the
Nazis at Dunkirk. The Dutchman’s ack-ack
battery shot down seven German planes during
the invasion of Holland. The Norwegian was an
army ski trooper who got away from the
Gestapo. The Belgian escaped across the
English channel in a fishing boat.
From All the World
They and their colleagues, brought together
from more than 20 nations by the British
Commonwealth Air Training Plan, have turned
Canada into what President Roosevelt calls
the ""Airdrome of Democracy.” The IViminion
has 93 Air Force training schools. The fighting
exiles from conquered countries train with
fledglings from Great Britain, New Zealand,
Australia, Canada. Most members of the flying
foreign legion have seen action and are living
now only for another crack at Hitler. Many of
them are registered under aliases — they
fear reprisals for families still in con
quered countries.
They make grim, determined students. They
don't laugh easily, and they don’t like to talk
about their past. But they are friendly, eager
to learn. As soon as their training, paid for by
the British Empire, is completed, they are
shipped overseas, become part of the RAF,
which keeps Nazis up nights. They are organ
ized in their own squadrons.
All of them — Czechs, Poles, French, Danes,
Dutch, Norwegians, Belgians, Slavs — are liv
ing, fighting proof that a free people can never
be conquered _ JERRY MASON
STUDENT,once, in a Belgian college.
Now he studies how to kill Nazis
PARIS was his home. lie eseaped,
lives now only to see it reborn
UNCONQUERED is this Hollander
who waits and works for revenge
ANONYMOUS: He got out of Norway,
and is helping to free it again",Evening star. [volume]
['Washington'],['District of Columbia'],19460909,sn83045462,"Freedmen's Reports
10th Epidemic Death;
Six Babies Still III
The 10th Infant death due to!
diarrhea was reported at Freed
men’s Hospital today, pointing up
the need for a new and larger hos
pital which the Federal Security
Administration will seek in 1949.
One other baby was reported in!
a critical condition at the hospital,
which was swept by the epidemic
last month. Under the plan of re
leasing all babies as soon as pos
sible. only six remain at Freedmen's
Dow and all are ill.
Watson B Miller. Federal secur
ity administrator, said the epidemic
emphasized the need for an entirely;
new hospital.
""We have been working wdth the
Bureau of the Budget closely for
the past three years and have the
understanding that it will approve
funds for a new hospital after the
veterans' needs are relieved.”
Mr Miller said he hoped to ask
Congress for a hospital that would
cost ”2 or 3 million dollars"" and
would be “the best of its kind in
the world.""
Tomorrow afternoon Mr. Miller
will confer with Dr. James L. Hall,
superintendent of Freedmen's, and!
with Dr. Otis Anderson, head of the!
United States Public Health Serv-!
ire s hospital division with the view
to preventing recurrence of the dis
ease
Thus far physicians have been un
able to isolate an organism or virus
responsible for the epidemic Mr.
Miller said it was doubtful whether
the responsibility ever would be
placed.
Prince William County
To Hire 2 More Deputies
By the Associated Dress
MANASSAS. Va . Sept. 9.—A re
quest for two additional deputy |
sheriffs for Prince William County j
has been approved by the County!
Board of Supervisors.
The action of the board followed 1
considerable discussion as to the
need for more police protection for
the county, 'which at present gives
Sheriff John P. Kerlin only one
deputy.
» __
Hippy Mfe
c/cf
A With A
* fjEALf-Hy ?s.
Prepared and distributed by the
■takers of Mott's Fin* Fruit Products
„. ^
'“V
ft *■?£<,*
t...<: «* n>
SefC ielU«s ”
'""fa**
i
Wqodward 8c Lothrop
10™ 11™ F AND G Stmits ♦ ZONt 13 Phomi DI$t»ict 5300
•RANCH STORES—Bathcsda, Maryland Arlington Farms, Virginia Tit Pent#gas
Designed by Martini
Cut with a fashion acumen timely as fall 1946, timeless as all fine
designing ... a trio of Diminutives for you who are five-feet-five or
less, for your typical American figure . . . with a special penchant
for fitting you without extensive alteration, a penchant too for fit
ting your way of life.
The neckline, the sleeves, the line of a monk's robe . . . flowing flattery
in black ... a most unmonastic touch of color, royal or red, on the cuffs
and belt. Rayon crepe. $35
A suit touched with elegance . . . inverted tucks fanning out from
pockets, gently rounded, accordion-pleated. Wool crepe in black,
cinnamon, forest green, oxblood. $69.75
Again, black rayon crepe sparked with red or royal , . . Chinese in
spired, the coolie neckline, long-torso effect, smiling Buddha pin. $35
Diminutive sizes 10 to 18 in the collection
W<feL—Misses' Dresses, Third Floor",Evening star. [volume]
['Washington'],['District of Columbia'],19310809,sn83045462,".tr-ORAVURK SECTION—AUGUST 9. 1931.
W WB& ***
| -L.^X. -r ■*■
fc«p|i B-
E..,- p VI
w S - '""^
*jp - * - v t~
“’ - ! |jj^r
/ J.f--.•••'■^>?-}V; ? £'^|s : :vi HB\
« k -,
„* ‘ tUP
i'i‘‘o£ §|p§fe'- Very Oriental is this pajama
-« .VViyr outfit preferred by Mary Car
-""C'*-*V fill® I '* ' lyle, screen actress, in follow
~/ "" , ‘ ing the beach fashion. The
“coolie” hat completes the
'‘rM^’^?^^ 5 ""* effect.
Ull «*!*&*• W
* ""'"" S' ' 1 ""'„ ,
jJMT jfi H
ipll f v V- ? , 4 |ji # , s §Vv %- 1 y iw
When the conference was over. An interesting study of
mier Ramsay MacDonald of England (left) and Foreign
lister Aristide Kriarri of France, shaking hands before
:ing at the end of the seven-power London Conference.
4. Associated Press Photo
It . €'■
SHHHura^
poat regatta at Venice, Italy. The pilots are Fred
■ California outboard speedboat champions.
® Wide World Photos
Paris sponsors this alluring new mode in hats, in \
which «hc ctrich plum, recovers ... lost pBoM , \
•,
■ i Kto
rfc _ '""IB
V' |c I Ik,
W? v w Wist „ g&s .
**'• i*.*• •»« ; _■hblma■hgfcy—^j
K', ». * f ■• ■""■ *n«i V. •rpp**PV*'""r'T -••-Ti ■- - . -1
-n n 'lilinßni M
•, 3» il . ' JBBMfc ;. . ’---if t gttm ..
j|l3 - : ' sHi MM '
|B Wf V ilp®lUK2 vW * ' ‘ 3f|
HA ■yß .H HB»JM a bHI
1
f ,Bt "" -
tjT’ jjl H %. S| jppjp^****^
IF {jKh —*im|
HmmJH *J|tp -** -' *_ *** *-v»«.
jg[ jp f vtSm
HI a V| ; i| mB^HMPjL^
HJI «y ■„. «r*
rirdfn, Bii SMS (aMWbI mw |/|Wi X. WLL . -awfew,
Modernized in every detail* the battleship Pennsylvania takes to the sea again. She is seen leaving the Philadelphia Navy
Yard after being laid up there two years for modernization. wuk “ Wortd Photo *
i ——-*■ “——»»- -Td ar.% ■•
mmHr- MB* HHf JHH
S^s^Sßll^Wi^siP ll *®® , * l * r "" ' 4( *r- •***?*•_ <** '
N '* *■ ««| ~-«r * *-♦' *"" '*' • ;^J^~ r t y~ -* ** |- “|
-*■«*” -- ■•■S«SSI^ , --- -*■
JwSSiS(p(|*Ba«i-»f ' a, liffr
«; *:* T • ■-’sliJ**'. **. -*«^.
\ starts in a stiff jM^
breeze. A fleet _ | JA J|
ofspeedy IB ■ B w| .
yachts crossing A
the starting B % j
in the Bay- V* j
Long Is- ’w y
' M
/ Club's W 7
I race to Block
Island and re- V VtagMb|
■b .4
turn. ■ 9|
<i' Wide World Phou* :#•
N \ jk r*uM&.
Floating over the \ p s
sands! A trio of \ I ' tfaftHj. . ' \J|j|
Dorliee dancers of \ ■
San Diego. Calif Bfr
displaying their ' si
grace hv the sea /fl *l,• ’ -<#
side /., ■* .<■
ia!<-rl Pr>-s> Phi-io / J",Evening star. [volume]
['Washington'],['District of Columbia'],19330625,sn83045462,"Fiction
Features
jHaga?int
Puzzles
Books
PART 7.
MENACE OF CHEAP LABOR
World Economic Conference Is Taking Up the Problem of Poverty, Although This Work Is
L.ittle Discussed—Our Case Is Thoroughly American, Hozvever, and Does Not Go Into
the International Tangle—Natural Increase in Labor Supply Decreases Wages.
Drawn for The 8un4»r at*r MacMlne by J. Scott William*
A CONCERTED attack on the pov
erty problem is one of the less
talked about purposes of the
World Economic Conference. It
is by far the most important
of all economic problems. It is the one
problem which justifies the study of eco
nomics—if the study of economics can
be justified. Just what contribution to
that problem can be made by a world
economic conference remains to be seen.
From our own point of view the prob
lem of eliminating poverty is a peculiarly
national, and in no sense an interna
tional one. From the standpoint of most
of the other countries represented at the
World Economic Conference it has an
international aspect. In so far as they
can dump their unemployed upon us
they will experience relief. That, how
ever. will deepen our problem and tend
to reduce us to their level.
BY THOMAS NIXON CARVER
Professor of Political Economy of Harvard University.
There is danger that our represent
atives at the World Economic Confer
ence will play into the hands of those
countries whose favorite remedy for un
employment and poverty has been to
send their unemployed and their poor
to us. None of our representatives has
shown any appreciation of the real situ
ation, neither, for that matter, has the
administration in Washington, nor any
one closely connected with it. On the
contrary, Samuel Dickstein, chairman of
the House Committee on Immigration
and Naturalization, has introduced 13
separate bills for loosening up our immi
gration laws. The President himself has
never shown any interest in restriction.
Another very popular leader of the
Democratic party has declared himself
in favor of opening our doors to all the
people of the earth without regard to
race or nationality. That would mean
unrestricted immigration of coolie labor
from India, China and Japan as well as
of cheap labor from Europe, Eastern
Asia, Africa and the islands of the sea.
That would mean a vast increase of our
unemployment and poverty. Eventually
it would mean a reproduction in this
country of the chronic and biting misery
of those unhappy countries. If his policy
were adopted, all the benign reforms
now incubating in Washington would
benefit other laborers than our own.
n EVOLUTIONISTS are in the habit of
^ attacking our economic system on the
ground that it makes the rich con
tinually richer and the poor continually
poorer. It may be so mismanaged as to
produce those undesirable results; but
it may also be so managed as to pro
duce the opposite results. No economic
system is foolproof. If it is managed In
the interest of the rich and against the
interests of the poor, one set of results
will follow. If it is managed in the in
terests of the poor a different set of
results will follow. There is the pos
sibility that the rich, knowing exactly
what they want and how to get it, will",Evening star. [volume]
['Washington'],['District of Columbia'],19420719,sn83045462,"The ideal wartime double-duty coat is this one in sable blended mu
The roomy mandarin sleeves, soft shoulders and box lines make it as su
and comfortable for wear over a uniform os for evening dress.
A hot of potest blue shiny satin has turned-up sides of mink to
match her lustrous coat.
Your Fur Guarantee
/ personally guarantee In keep your fur
coat in good condition. Minor rips will
be sewn, buttons and loops will be re
placed. This guarantee is good for one
year from date of purchase. The work,
is done in our own shop under my super
vision.
I. Rosendorf
Matter Furrier for Over 30 Year·
POPULAR
FUR COATS
from a fine furrier
129*°
Regularly Would Be
Up to $229
These ore selected fur coats of fine,
durable quolity and made in the
newest styles. They bear our un
conditional guarantee
Sis·* 10 to 44
Charge accounts. Free Storage
$5 Deposit Reserves Any Coot
MI. 3111 *
MODEL FUR SHOP
à
1308 G Street
I m dort RoMiidorf
A. P. & Wide World Photoe.
ι
*-)he TfetitloetnA
el Of it θ tt&td
The decorator's pieces in the Pelxman
collection take their place in the Hall
of Furniture Fame . . . chairs, divans,
desks, tables, lamps, dining room suites
and odd pieces of distinguished character
. . . yet, moderately priced.
Let us help you plan your
rooms and procure the odd
pieces you require.
This coat of straight
box lines is made of
gray Bombay lamb.
The high shoulders of
the coat are set off by
the full draped sleeves
and the trim shawl
collar. It has a fly
front closing.
This fitted mandarin
coat is of rich Persian
lamb. The muff is of
notural fisher and can
be unhooked to form a
scarf. The coolie hat is
of matching Per si ο η
lamb.
The drape and flare of this black Persian lamb coat is
designed particularly for women who want a slenderizing
effect. It has cuffed bell sleeves, high shoulders and a tiny
shawl collar.
k~ i.
• η Λ
\iJnSn»n' Λ«ί\<
Sï>*
t\\n9
Our fame
known to Wosf
You can tell a „r
Persian Lamb Coat by its
eltries, its tight curl
'-♦ive tailor
- rojiSBfc
Vtoe 9e
ou*
and its ».r
and styling. You '
siderably by buying c
Midsummer Sale.
Black or Grey
Persian l.amb
Coots from $295
Hue Tax
Joseph
t
I Oldest Exclusive Furriers
JANDEL PRESENTS
Broodtail Persian Lamb
attracts the connoisseur
for its affinity to soft
draping and fine line
. . . for its rich color. . .
tight curl and luminous
glow. We are delighted
to present these coats
to the woman who ap
preciates something
new and different in
Persian Lamb.
ILLUSTRATED
Broadtail Persian fit
ted coat
specially priced, $795
Other Black and Grey
Persians, from $295
Charge
Accounts
Invited
Jand
1412 F Street
Willard Hotd Buildinfl
iotosra»he4
a By The
Washington
Star
In Our store.",Evening star. [volume]
['Washington'],['District of Columbia'],19360628,sn83045462,"Guardians of the Law
©Publishers' Photo Service
IN ZULULAND. There’s no snappier dresser among
the cops of the world than the native Zulu policeman of
South Africa. Note the hat, the sporty leggings and other
details, including bare feet.
HAITI’S POLICE ARE LABELED. If all other signs
fail in identifying these two as officers of the law, the hats
verify it. They patrol the streets of Port au Prince.
This girl, being of cast-iron determi
nation, was bound she’d get on in
the world. She poisoned her hus
band and his family to collect the
insurance. “Judge,” she said in
court, “they were all so old and
feeble, I couldn’t bear to see them
drag around any more."" Where- ""
upon the whole courtroom shed
tears of sympathy and she was
acquitted.
The combative girl Deep
thinker and all that, hut
disagrees strongly with the
press and public opinion.
Champions murders, un
. popular governments, and —
will uphold any cause that
hasn't a leg to stand on.
STRONG-MINDED GIRLS
IIt W. K. Hill
b\ < hira?o Tiibunr N Y \ew « Syndicate. Itn
“You’ll be sorry one of
these days when I’m in
my grave, and it won’t {
be long either!” Iron
willed mother pulling
- sob stuff on son who
^took the wrong girl to a jj
party. J
f ,
;
v you are violating a city ordi
nance by allowing a dog on the
steps of a public welfare build- /
ing? Do you or don’t you?"" (One y
of those public-spirited, strong- •_
minded girls who never hesitate
* to accost strangers about their
wrongdoing.)
Left: IN THE CLASSIC STYLE. Powder
puff toes, tasseled hat and kilts set the po
lice of Athens, Greece, grandiosely apart
from any in the world. Here’s a venerable
member of the force.
THE EGYPTIAN “MOUNTED.” He
also gets his man, this Sudanese police
man on his lumbering camel. For desert
patrol his mount is far sturdier and more
dependable than a horse would be.
These lovely girls have very strong |
feelings about love and matrimony.
Nothing but good substantial settle
ments out of court can swerve them j
from suing parents for alienation of
husbands' affection, or erring hus
hands for alimony and fees.
I
. . 1
Small girl beginning J
early to assert her rights. *
Uses almost supernat
ural lung power to carry
the day. [_
—; r
* I »
You wouldn't think
that this little wife is
exceptionally strong
minded, but she is.
Keeps it to herself,
and gets her way with
out husband even sus
— pecting. Lets him
think he's deciding for
himself.
■ l
A frail young girl in the
throes of love will show
unexpected powers of de
termined effort. If the
lucky swain stays away,
she will call on him. If he
refuses to answer the bell,
she will ring the janitor
and force an entrance on
the plea that he may be ill.
TOPPED BY A COOLIE HAT. That’s
about the only touch of Oriental style in
the uniform of this Chinese policeman who
pounds the sidewalks of Shanghai.",Evening star. [volume]
['Washington'],['District of Columbia'],19361015,sn83045462,"Open a Convenient Charge Account
Cash Your Government Cheeks Here
V I . ""i*.
\
| * %
First 1 ^ in Washington to Present!
1 1
• • • that have been
copied exactly and
adapted • • • and
which originally
cost $75 to $1509
exelnsive of costs of
landing in U. §. A.
Many with the
original designers9
labels!
Style A
Lucille Paray
Sheer, pleated front and
sleeves. White, confetti
red, dragon green, navy,
pond lily and black. Sizes
32 to 40.
Style K
Lucille Paray
Metallic stripe . . .
Bias neck forming
a bow. Black and
silver, black and
gold, white and
silver, white and
gold, wine and sil
ver. Sines 32 to 40.
Style J
Lanvin's
Evening Shirt
Crepe, with large ball
buttons, shoulder shir
ring, and very full
sleeves. Gold, white,
royal blue, red. black,
green and brown. Sizes
32 to 40.
Smtia with jabot front, pep
/ lum effect, and full wide
k shoulder. White, crushed
k rose, beige and wine. Sizes
W 36 to 43.
#
Style C
Paris Reproduction
Imported lame, with mili
t tary collor, short puffed
\ sleeves and peplum. Gold
and silver. Sizes 32 to 38.
y\
ial
m. i«--*jr5iSS£s ji'SSc* s^*v
Style H
Lanvin’s
Luck Charm
Crepe, with shoulder
and sleeve shirring,
full sleeves, high neck
and novelty chain. ,
White, red, peacock, |
beige and green. Sizes I
32 to 38. j
Style I
Marcelle Rochas
Satin Coolie Blouse
with high neckline. „
White, peacock, beige
and crushed rose.
Sizes 32 to 40.
i mmmmm
Style D
Jeanne Lanvin
Satin Buckle Blouse with
bow tie and shirred sleeves.
White, gold, beige, crushed
rose. Sizes 36 to 44.
Style E
Lucille Paray
Crepe Blouse with square
decolletage and shirred
yoke. White, crushed
rose, rust, black and royal
blue. Sites 32 to 40.
DON’T FORGET!
Phone Your
Orders Tonight
6 P.M. to 9 P.M.
NA. 1133
it
Style F
Paris Reproduction
Satin, with shirred front,
and gathered bodice and
full sleeves. White, black,
royal, rust and crushed
rose. Sizes 32 to 38.
Style G
Marcella
Landowska
Metallic stripe, white and
silver, white and gold,
black and silver. Siees
32 to 38.
Philipsborn, Blouses, Aisle Counters, Street Floor '
Mail and Phone Orders Filled! NAtional 1133
Phone Orders taken Tonight (Thursday) from 6 P.M. to 9 P.M.
■ ■■■ ^m mm mm mm amt mm ^m mm^m mb ^m mm
PHILIPSBORN
11th St. Between F and G
Please send me-Blouses
Name....Address.
Style of Blouse______
• 7 !
Sire_______
Color______
2nd Color Choice _____
C. 0. D. □ “ Check □ Charge □
*",Evening star. [volume]
